filename,width,height,class,xmin,ymin,xmax,ymax
28.jpg,338,450,batik lasem,1,1,338,450
29.jpg,2048,1536,batik lasem,10,5,2048,1536
3.jpg,450,579,batik lasem,4,2,450,579
30.jpg,688,303,batik lasem,2,1,688,303
31.jpg,1000,1250,batik lasem,196,1,742,1248
32.jpg,1000,1333,batik lasem,1,278,993,878
33.jpg,382,316,batik lasem,2,36,382,316
34.jpg,349,465,batik lasem,1,1,349,465
35.jpg,640,480,batik lasem,2,1,640,480
36.jpg,650,433,batik lasem,3,2,650,433
37.jpg,200,113,batik lasem,17,23,200,113
38.jpg,300,400,batik lasem,3,3,300,400
39.jpg,360,480,batik lasem,3,1,360,480
4.jpg,320,212,batik lasem,1,1,320,212
40.jpg,600,450,batik lasem,2,2,600,450
41.jpg,1000,1778,batik lasem,7,2,1000,1778
42.jpg,630,380,batik lasem,2,2,630,380
43.jpg,1000,1333,batik lasem,79,143,930,1223
44.jpg,600,450,batik lasem,3,2,600,450
45.jpg,640,640,batik lasem,100,99,525,498
46.jpg,540,720,batik lasem,4,1,540,720
47.jpg,600,450,batik lasem,34,2,569,450
48.jpg,350,490,batik lasem,125,201,227,399
49.jpg,450,579,batik lasem,2,3,450,579
5.jpg,350,467,batik lasem,2,2,350,467
50.jpg,349,465,batik lasem,128,245,237,438
1.jpg,225,225,batik lasem naga,1,1,225,225
2.jpg,194,259,batik lasem naga,1,1,194,259
3.jpg,259,194,batik lasem naga,1,1,259,194
4.jpg,194,259,batik lasem naga,2,1,194,259
5.jpg,225,225,batik lasem naga,1,1,202,225
6.jpg,225,225,batik lasem naga,1,2,225,225
7.jpg,304,166,batik lasem naga,1,1,304,166
8.jpg,259,194,batik lasem naga,1,1,259,194
9.jpg,189,266,batik lasem naga,5,12,189,266
6.jpg,350,467,batik lasem,2,2,350,467
10.jpg,259,194,batik lasem naga,1,1,259,194
11.jpg,275,183,batik lasem naga,1,1,275,183
12.jpg,225,225,batik lasem naga,43,3,181,225
13.jpg,214,235,batik lasem naga,1,1,214,235
14.jpg,300,168,batik lasem naga,1,1,300,168
15.jpg,290,174,batik lasem naga,1,1,290,174
16.jpg,225,225,batik lasem naga,5,4,225,220
17.jpg,225,224,batik lasem naga,1,1,225,224
18.jpg,196,257,batik lasem naga,10,52,196,257
19.jpg,251,201,batik lasem naga,1,1,251,201
7.jpg,618,800,batik lasem,1,3,618,800
20.jpg,225,225,batik lasem naga,1,1,225,225
21.jpg,276,183,batik lasem naga,1,1,276,183
22.jpg,275,183,batik lasem naga,1,1,275,183
23.jpg,290,174,batik lasem naga,1,1,290,174
24.jpg,225,225,batik lasem naga,2,16,225,180
25.jpg,290,174,batik lasem naga,1,1,290,168
26.jpg,195,259,batik lasem naga,1,1,195,259
27.jpg,225,225,batik lasem naga,1,1,225,225
28.jpg,259,194,batik lasem naga,9,55,259,150
29.jpg,310,163,batik lasem naga,48,1,267,163
8.jpg,600,450,batik lasem,1,1,600,450
30.jpg,259,194,batik lasem naga,1,1,259,194
31.jpg,168,299,batik lasem naga,1,1,168,299
32.jpg,225,225,batik lasem naga,1,28,225,195
33.jpg,225,225,batik lasem naga,1,1,225,225
34.jpg,183,275,batik lasem naga,1,1,183,275
35.jpg,299,168,batik lasem naga,1,1,299,168
36.jpg,150,160,batik lasem naga,5,1,150,160
37.jpg,250,201,batik lasem naga,3,1,250,201
38.jpg,259,194,batik lasem naga,1,1,259,194
39.jpg,259,194,batik lasem naga,1,1,259,194
9.jpg,437,328,batik lasem,1,1,437,328
40.jpg,310,162,batik lasem naga,37,1,280,159
1.jpg,261,193,batik lasem watu pecah,1,1,261,193
2.jpg,201,251,batik lasem watu pecah,1,1,201,251
3.jpg,205,246,batik lasem watu pecah,1,1,205,246
4.jpg,259,194,batik lasem watu pecah,1,1,259,194
5.jpg,259,194,batik lasem watu pecah,1,1,259,194
6.jpg,310,163,batik lasem watu pecah,39,1,271,163
7.jpg,290,174,batik lasem watu pecah,1,1,290,174
8.jpg,238,212,batik lasem watu pecah,6,9,235,207
9.jpg,308,164,batik lasem watu pecah,1,1,308,164
