filename,width,height,class,xmin,ymin,xmax,ymax
56.jpg,268,188,batik megamendung,1,1,268,187
57.jpg,259,194,batik megamendung,1,1,259,192
58.jpg,268,188,batik megamendung,1,1,268,187
59.jpg,194,259,batik megamendung,2,1,194,257
6.jpg,1330,1300,batik megamendung,3,4,1239,1300
60.jpg,259,194,batik megamendung,1,1,259,193
61.jpg,259,194,batik megamendung,1,1,259,193
62.jpg,296,170,batik megamendung,1,1,296,169
63.jpg,227,222,batik megamendung,1,1,211,219
64.jpg,318,159,batik megamendung,1,1,318,158
65.jpg,300,168,batik megamendung,1,1,300,167
66.jpg,194,259,batik megamendung,1,1,193,259
67.jpg,287,175,batik megamendung,1,1,287,175
68.jpg,269,173,batik megamendung,1,1,269,173
69.jpg,285,177,batik megamendung,1,1,285,174
7.jpg,1280,960,batik megamendung,1,3,1280,960
70.jpg,264,191,batik megamendung,1,1,264,191
71.jpg,259,194,batik megamendung,1,1,259,194
72.jpg,267,188,batik megamendung,1,1,267,188
73.jpg,291,173,batik megamendung,1,1,291,173
74.jpg,256,197,batik megamendung,1,1,256,197
75.jpg,195,259,batik megamendung,1,1,195,259
76.jpg,276,183,batik megamendung,1,1,276,183
77.jpg,254,199,batik megamendung,3,2,251,196
78.jpg,225,225,batik megamendung,1,1,225,225
79.jpg,276,182,batik megamendung,2,2,274,177
8.jpg,400,420,batik megamendung,2,2,400,390
80.jpg,236,177,batik megamendung,1,1,236,177
81.jpg,255,197,batik megamendung,1,1,255,180
82.jpg,225,225,batik megamendung,1,1,225,225
83.jpg,259,194,batik megamendung,1,1,259,194
84.jpg,225,225,batik megamendung,1,1,225,225
85.jpg,190,265,batik megamendung,2,3,187,263
86.jpg,259,194,batik megamendung,1,1,259,194
87.jpg,197,255,batik megamendung,1,1,196,254
88.jpg,257,196,batik megamendung,2,1,257,196
89.jpg,194,259,batik megamendung,1,1,194,259
9.jpg,1200,1609,batik megamendung,1,4,1200,1609
90.jpg,225,225,batik megamendung,1,1,225,225
91.jpg,259,194,batik megamendung,1,1,259,194
92.jpg,224,224,batik megamendung,1,1,224,224
93.jpg,252,200,batik megamendung,1,2,252,200
94.jpg,219,230,batik megamendung,1,1,219,230
95.jpg,216,233,batik megamendung,1,1,216,215
96.jpg,200,200,batik megamendung,1,1,200,200
97.jpg,376,134,batik megamendung,1,1,376,134
98.jpg,220,229,batik megamendung,1,1,220,229
99.jpg,216,233,batik megamendung,1,1,216,216
